code,name,date,bucket,start_time,end_time,bars,volume_lot,return,partition
000002,万科A,2026-05-19,11,11:20,11:28,5,15512.6,0.0,equal_time
000002,万科A,2026-05-19,12,11:30,13:06,5,665769.14,-0.002713703237951683,equal_time
000002,万科A,2026-05-19,13,13:08,13:16,5,15637.0,0.0,equal_time
000002,万科A,2026-05-19,14,13:18,13:26,5,37547.0,0.0,equal_time
000002,万科A,2026-05-19,15,13:28,13:36,5,19042.0,-0.0027210874663637285,equal_time
000002,万科A,2026-05-19,16,13:38,13:46,5,18273.0,-0.0027210874663637285,equal_time
000002,万科A,2026-05-19,17,13:48,13:56,5,22382.0,0.0,equal_time
000002,万科A,2026-05-19,18,13:58,14:06,5,31979.0,0.00271370323795161,equal_time
000002,万科A,2026-05-19,19,14:08,14:16,5,10986.0,0.0,equal_time
000002,万科A,2026-05-19,20,14:18,14:26,5,91155.67,0.00809720241664188,equal_time
000002,万科A,2026-05-19,21,14:28,14:36,5,25125.409999999996,0.0026917890744305533,equal_time
000002,万科A,2026-05-19,22,14:38,14:46,5,25512.38,0.0026917890744305533,equal_time
000002,万科A,2026-05-19,23,14:48,14:56,5,35088.94,0.0,equal_time
000002,万科A,2026-05-20,0,09:30,09:38,5,165129.0,-0.010929059852906334,equal_time
